,Unnamed: 0,id,imdb_id,popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
181,181,322456,tt4189260,0.821443,0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,48,Action|Adventure|Animation|Family,2/10/15,14,6.4,2015,0.0,0.0
182,182,302528,tt3704050,0.820691,0,1986615,Remember,94,Drama|Thriller,10/23/15,75,7.7,2015,0.0,1827684.9958186
183,183,222936,tt1243974,0.814206,37000000,26250020,Aloha,105,Adventure|Comedy|Romance,5/27/15,469,5.2,2015,34039985.0224065,24150007.7739965
184,184,316002,tt1137470,0.813893,26000000,0,Accidental Love,100,Romance|Comedy,2/10/15,64,3.6,2015,23919989.4752046,0.0
185,185,365806,tt4856322,0.810667,0,0,Halo: The Fall of Reach,67,Action|Animation|Science Fiction,10/27/15,32,5.3,2015,0.0,0.0
186,186,10317,tt1018765,0.795762,28000000,7002261,Our Brand Is Crisis,108,Drama|Comedy,9/11/15,122,5.7,2015,25759988.6656049,6442077.28548599
187,187,334538,tt2625810,0.792471,0,0,Into the Forest,101,Drama|Science Fiction,6/3/15,57,5.1,2015,0.0,0.0
188,188,306947,tt2400463,0.787968999999999,0,231737,The Invitation,100,Thriller,3/13/15,192,6.4,2015,0.0,213197.946192903
189,189,328901,tt3165630,0.781809,0,0,The Benefactor,90,Drama,4/17/15,55,4.5,2015,0.0,0.0
190,190,382517,tt4938374,0.773909,0,0,Open Season: Scared Silly,85,Animation|Comedy|Family|Adventure,12/31/15,33,5.6,2015,0.0,0.0
191,191,310133,tt3813310,0.77107,0,134552,Cop Car,86,Thriller,8/7/15,174,5.5,2015,0.0,123787.785533374
192,192,237584,tt2322517,0.768138,0,0,Mojave,93,Thriller,4/18/15,17,4.3,2015,0.0,0.0
193,193,288036,tt3165612,0.758133,0,3214116,Sleeping with Other People,100,Comedy,6/26/15,197,6.2,2015,0.0,2956985.41892641
194,194,354110,tt2271563,0.747541,11000000,0,Forsaken,90,Western|Drama,9/16/15,53,5.6,2015,10119995.5472019,0.0
195,195,331781,tt2870648,0.738404,0,8413144,Amy,128,Documentary|Music,7/3/15,345,7.5,2015,0.0,7740089.0743608
196,196,253161,tt2334733,0.7299,0,0,Madame Bovary,118,Drama,6/4/15,52,5.3,2015,0.0,0.0
197,197,312831,tt2474976,0.719407,0,0,The Hallow,97,Fantasy|Horror,11/6/15,122,4.9,2015,0.0,0.0
198,198,316322,tt4215332,0.714131,0,0,Barbie in Princess Power,74,Family|Animation,1/29/15,13,5.5,2015,0.0,0.0
199,199,301846,tt2393827,0.707355,0,0,Howl,89,Horror,10/1/15,62,4.9,2015,0.0,0.0
200,200,306745,tt1658801,0.706023,7000000,573335,Freeheld,103,Romance|Drama,10/2/15,86,7.1,2015,6439997.16640124,527467.967914094
201,201,332340,tt3064298,0.701369999999999,0,0,Man Up,88,Romance|Comedy,5/29/15,264,6.5,2015,0.0,0.0
202,202,292431,tt3774694,0.699932,3000000,695269,Love,134,Drama|Romance,7/6/15,307,4.7,2015,2759998.78560053,639647.198555232
203,203,300693,tt3859076,0.69957,9600000,2541554,Truth,121,Drama,9/12/15,89,6.4,2015,8831996.11392171,2338228.65117939
204,204,333381,tt2948790,0.696184,0,0,Return to Sender,95,Thriller,5/31/15,88,5.0,2015,0.0,0.0
205,205,256924,tt1772288,0.690479,10000000,10835752,Danny Collins,107,Comedy|Drama|Music,3/20/15,114,6.6,2015,9199995.95200178,9968887.45368952
206,206,253414,tt3164256,0.689578999999999,15000000,3020664,Rock the Kasbah,100,Comedy|Music|War,10/22/15,56,5.1,2015,13799993.9280026,2779009.65723575
207,207,254172,tt2582502,0.689571,2240000,0,Fathers and Daughters,116,Drama,10/1/15,142,7.0,2015,2060799.09324839,0.0
208,208,320588,tt3766394,0.673792,1000000,14444999,"Hello, My Name Is Doris",95,Comedy|Drama|Romance,11/27/15,87,6.6,2015,919999.595200178,13289393.2326669
209,209,157544,tt1524575,0.669351,13000000,1784763,The Vatican Tapes,91,Thriller|Horror,7/24/15,164,4.5,2015,11959994.7376023,1641981.23752825
210,210,283235,tt2891174,0.661471,8000000,1411927,99 Homes,112,Drama,9/25/15,121,6.8,2015,7359996.76160142,1298972.2684522
211,211,243938,tt2637294,0.661163,14000000,12314651,Hot Tub Time Machine 2,93,Comedy,2/20/15,244,5.0,2015,12879994.3328024,11329473.9350314
212,212,86835,tt2101383,0.654335,0,0,Knight of Cups,118,Romance|Drama,9/10/15,101,5.7,2015,0.0,0.0
213,213,254905,tt2893490,0.654046,4000000,143101,Manglehorn,97,Drama,6/3/15,35,5.0,2015,3679998.38080071,131652.86207274
214,214,309242,tt2349144,0.649628,0,0,Mississippi Grind,108,Drama,7/4/15,74,5.7,2015,0.0,0.0
215,215,332502,tt3774790,0.644786,0,0,400 Days,91,Mystery|Science Fiction|Thriller,10/29/15,98,4.2,2015,0.0,0.0
216,216,286192,tt3824386,0.640151,0,0,Lava,7,Animation|Comedy|Family|Fantasy|Music,6/19/15,298,7.3,2015,0.0,0.0
217,217,284674,tt2091478,0.638556999999999,0,0,Air,94,Thriller|Science Fiction,8/14/15,135,4.7,2015,0.0,0.0
218,218,360055,tt4642044,0.633608,0,0,Riot,88,Action,9/27/15,11,5.0,2015,0.0,0.0
219,219,352179,tt3661298,0.629560999999999,0,0,Septembers of Shiraz,110,Drama|Thriller,9/15/15,14,5.9,2015,0.0,0.0
220,220,246127,tt1707380,0.607124,0,8034,Every Thing Will Be Fine,118,Drama,4/2/15,44,5.1,2015,0.0,7391.27674783823
221,221,338676,tt3467412,0.606113,0,0,Extinction,110,Drama|Horror|Science Fiction,8/7/15,135,5.3,2015,0.0,0.0
222,222,330982,tt2815902,0.604928,0,0,The Childhood of a Leader,116,Mystery|Drama|Horror,9/2/15,25,3.6,2015,0.0,0.0
223,223,232572,tt1178665,0.602165,8000000,35991087,A Walk in the Woods,104,Drama|Adventure|Comedy,9/2/15,171,5.4,2015,7359996.76160142,33111785.4708143
224,224,112454,tt1780798,0.599751,0,0,Clown,100,Horror,3/2/15,182,5.2,2015,0.0,0.0
225,225,243940,tt2918436,0.599655,3300000,64110728,The Lazarus Effect,83,Thriller|Horror,1/29/15,327,4.9,2015,3035998.66416058,58981843.8079887
226,226,321528,tt4324274,0.589472,0,0,Batman vs. Robin,72,Action|Adventure|Animation,4/14/15,142,6.8,2015,0.0,0.0
227,227,317744,tt1629242,0.586735,8000000,0,Careful What You Wish For,91,Thriller,5/6/15,57,5.4,2015,7359996.76160142,0.0
228,228,300792,tt1618448,0.584363,0,0,Racing Extinction,90,Adventure|Documentary,1/24/15,36,7.8,2015,0.0,0.0
229,229,239573,tt2358925,0.577814,35000000,14431253,Unfinished Business,90,Comedy,3/5/15,241,4.9,2015,32199985.8320062,13276746.9182313
230,230,167810,tt2366608,0.570743999999999,2000000,45431,Lost River,95,Fantasy|Thriller,4/8/15,129,5.7,2015,1839999.19040035,41796.5016095392
231,231,319075,tt4229236,0.569443,0,0,Cobain: Montage of Heck,132,Music|Documentary,3/23/15,197,7.5,2015,0.0,0.0
232,232,316042,tt4034452,0.561032,0,0,Hyena Road,120,War|Drama,10/9/15,29,5.7,2015,0.0,0.0
233,233,334527,tt3687310,0.560743999999999,7000000,0,Criminal Activities,94,Thriller|Crime|Drama,11/20/15,67,5.9,2015,6439997.16640124,0.0
234,234,300153,tt2948840,0.560423,12000000,0,Life,112,Drama,7/24/15,75,5.9,2015,11039995.1424021,0.0
235,235,228203,tt2097298,0.553238,0,45710059,"McFarland, USA",128,Drama,2/20/15,139,7.4,2015,0.0,42053235.7765762
236,236,332704,tt2784936,0.548586999999999,0,0,Backtrack,90,Horror|Mystery,7/25/15,52,5.4,2015,0.0,0.0
237,237,278236,tt3149038,0.547827,0,0,X+Y,111,Drama,3/13/15,133,6.0,2015,0.0,0.0
238,238,276839,tt2802136,0.546458,3000000,0,Home Sweet Hell,98,Drama|Comedy,3/13/15,136,4.9,2015,2759998.78560053,0.0
239,239,326215,tt3411432,0.542568,6000000,0,Ooops! Noah is Gone...,85,Animation|Adventure|Comedy,4/9/15,50,5.7,2015,5519997.57120106,0.0
240,240,363689,tt4229298,0.5327,0,0,The Unspoken,90,Thriller|Horror,10/24/15,10,4.1,2015,0.0,0.0
241,241,318256,tt4382552,0.532239,0,0,Hot Girls Wanted,84,Documentary,5/29/15,158,5.9,2015,0.0,0.0
242,242,299245,tt2309260,0.532205,100000,42664410,The Gallows,87,Horror|Thriller,7/10/15,247,5.0,2015,91999.9595200178,39251239.9294544
243,243,333344,tt3194590,0.52985,0,0,Dirty Weekend,93,Drama|Comedy,9/4/15,12,4.8,2015,0.0,0.0
244,244,357096,tt4530884,0.527957,0,0,I Spit on Your Grave III: Vengeance is Mine,91,Horror|Thriller,10/9/15,100,5.0,2015,0.0,0.0
245,245,309299,tt3726704,0.526642,0,0,Experimenter,97,History|Drama,10/16/15,94,6.9,2015,0.0,0.0
246,246,314385,tt3707106,0.524315,10000000,3334927,By the Sea,122,Drama|Romance,11/12/15,82,5.4,2015,9199995.95200178,3068131.49002214
247,247,333596,tt4183692,0.52025,0,0,Woodlawn,123,Drama,10/16/15,32,6.8,2015,0.0,0.0
248,248,361042,tt4472596,0.516954,0,0,The Hollow,90,Horror|TV Movie,10/24/15,19,5.1,2015,0.0,0.0
249,249,353686,tt2954474,0.515401,0,0,Visions,80,Thriller|Horror,8/28/15,67,5.5,2015,0.0,0.0
250,250,318954,tt2433040,0.514735,0,1236094,Beyond the Mask,103,Action,4/6/15,13,6.2,2015,0.0,1137205.97962936
251,251,289191,tt3004746,0.513386,0,0,I Am Here,97,Drama|Thriller,6/12/15,18,4.0,2015,0.0,0.0
252,252,324333,tt4442130,0.50732,0,0,Wild Horses,100,Crime|Drama,6/5/15,16,4.1,2015,0.0,0.0
253,253,252164,tt3029476,0.504827999999999,0,0,Pressure,91,Drama|Thriller,6/4/15,29,5.0,2015,0.0,0.0
254,254,360784,tt2131532,0.502489,0,0,Hidden,83,Thriller|Horror,9/15/15,96,6.5,2015,0.0,0.0
255,255,336313,tt2141773,0.497265,0,157768,Hell & Back,86,Fantasy|Comedy|Animation,10/2/15,47,4.3,2015,0.0,145146.496135541
256,256,240483,tt2145829,0.486351,21000000,0,Robot Overlords,90,Adventure|Science Fiction|Action,1/29/15,63,4.9,2015,19319991.4992037,0.0
257,257,321494,tt3625152,0.482422,0,0,The Man with the Iron Fists 2,90,Action,3/10/15,43,4.7,2015,0.0,0.0
258,258,353595,tt4938416,0.47784,0,0,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,67,Action|Adventure|Animation|Family,8/25/15,17,6.8,2015,0.0,0.0
259,259,360603,tt5133572,0.476341,0,0,Crown for Christmas,84,TV Movie,11/27/15,10,7.6,2015,0.0,0.0
260,260,264337,tt3233418,0.475473,0,0,Spare Parts,83,Action|Drama|Family,1/16/15,38,6.6,2015,0.0,0.0
261,261,289716,tt2420166,0.474788,0,0,The World Made Straight,119,Drama,1/9/15,13,5.8,2015,0.0,0.0
262,262,296065,tt2965466,0.474626,0,0,Last Shift,88,Horror|Thriller,10/6/15,77,5.6,2015,0.0,0.0
263,263,337029,tt4086032,0.473344,0,0,Frankenstein,89,Horror|Thriller,11/3/15,14,4.5,2015,0.0,0.0
264,264,317952,tt4126304,0.471393,0,0,Cartel Land,100,Drama|Documentary,7/3/15,112,7.5,2015,0.0,0.0
265,265,325358,tt2933474,0.471091,20000000,0,Superfast!,99,Comedy,3/5/15,60,4.4,2015,18399991.9040035,0.0
266,266,272548,tt2718440,0.470991,0,0,Moonwalkers,107,Comedy,3/14/15,53,6.0,2015,0.0,0.0
267,267,340275,tt4594834,0.470124,0,0,Chi-Raq,127,Music|Drama|Crime|Comedy,12/4/15,33,5.9,2015,0.0,0.0
268,268,309887,tt3525346,0.467556,5300000,0,Bad Asses on the Bayou,85,Comedy|Action,3/6/15,24,5.8,2015,4875997.85456094,0.0
269,269,302429,tt4191054,0.465707,0,13603453,Strange Magic,99,Music|Animation|Family|Fantasy,1/23/15,68,6.1,2015,0.0,12515171.2533246
270,270,253331,tt2883434,0.46209,9000000,21571189,Black or White,121,Drama,1/30/15,72,6.7,2015,8279996.3568016,19845485.1479865
271,271,293771,tt3816458,0.459597,0,0,Dead Rising,118,Horror|Science Fiction,3/27/15,82,4.9,2015,0.0,0.0
272,272,323373,tt3705412,0.454151,0,0,Deathgasm,86,Comedy|Horror,8/28/15,83,6.5,2015,0.0,0.0
273,273,323027,tt4324302,0.452939,0,0,Justice League: Gods and Monsters,76,Action|Animation|Fantasy,7/28/15,99,6.9,2015,0.0,0.0
274,274,297806,tt1490785,0.450872,13000000,1646788,I Saw the Light,123,Drama|Music,9/11/15,19,5.6,2015,11959994.7376023,1515044.29338051
275,275,253626,tt3297330,0.45016,0,316472,Good Kill,104,Action|Drama|Thriller,4/9/15,132,5.7,2015,0.0,291154.11189219
276,276,354251,tt4935334,0.444265,0,0,Southbound,89,Fantasy|Thriller|Horror|Science Fiction,9/17/15,73,6.0,2015,0.0,0.0
277,277,329637,tt2621446,0.444193,0,0,Star Trek: Renegades,88,Action|Science Fiction|Adventure|Fantasy,8/1/15,31,4.1,2015,0.0,0.0
278,278,257444,tt2443822,0.443525,0,0,The Boy,110,Thriller|Drama|Horror,8/14/15,22,6.1,2015,0.0,0.0
279,279,355338,tt4941804,0.442835,0,0,Riley's First Date?,5,Animation|Family,11/3/15,137,7.3,2015,0.0,0.0
280,280,271736,tt3083008,0.442427,0,3286448,The Program,103,Drama,9/16/15,107,5.9,2015,0.0,3023530.82964643
281,281,309581,tt3442990,0.442067,0,0,Lila & Eve,94,Thriller|Drama,7/31/15,78,5.2,2015,0.0,0.0
282,282,293970,tt2118624,0.441882,0,0,The Final Girls,91,Horror|Comedy,10/9/15,211,6.6,2015,0.0,0.0
283,283,279690,tt2386404,0.441402,0,0,He Never Died,99,Thriller|Horror|Comedy|Drama,3/17/15,65,6.3,2015,0.0,0.0
284,284,364067,tt4537842,0.439597999999999,0,0,A Very Murray Christmas,56,Comedy|Music,12/4/15,101,5.4,2015,0.0,0.0
285,285,318922,tt2474958,0.438409,0,0,Kill Your Friends,100,Thriller|Comedy|Crime,11/6/15,54,5.5,2015,0.0,0.0
286,286,335077,tt2784134,0.437088,0,0,Battle For SkyArk,88,Family|Science Fiction|Action|Adventure,5/18/15,18,3.5,2015,0.0,0.0
287,287,266639,tt3614530,0.435582,5000000,2333684,Jem and the Holograms,119,Drama|Music|Adventure|Fantasy,10/22/15,69,5.7,2015,4599997.97600089,2146988.33532513
288,288,274504,tt1735907,0.433072999999999,0,0,The Adderall Diaries,105,Thriller|Action|Drama,4/16/15,23,4.8,2015,0.0,0.0
289,289,244316,tt1694021,0.429892,10000000,0,Grizzly,94,Action|Horror|Thriller,2/27/15,35,5.0,2015,9199995.95200178,0.0
290,290,352208,tt4897822,0.427116,0,0,Where to Invade Next,120,Documentary,12/23/15,67,7.2,2015,0.0,0.0
291,291,283587,tt1365050,0.424813,6000000,90777,Beasts of No Nation,137,Drama|War,9/11/15,306,7.5,2015,5519997.57120106,83514.8032534865
292,292,311539,tt3688406,0.423161,0,0,A Christmas Horror Story,99,Horror,10/2/15,56,5.6,2015,0.0,0.0
293,293,277713,tt2262161,0.42179,0,0,Sunset Song,135,Drama,12/4/15,19,7.1,2015,0.0,0.0
294,294,347945,tt2049543,0.429756,0,4505,Synchronicity,101,Thriller|Mystery|Science Fiction,7/22/15,45,5.3,2015,0.0,4144.5981763768
295,295,363483,tt5133810,0.417191,0,0,12 Gifts of Christmas,84,Family|TV Movie,11/26/15,12,6.3,2015,0.0,0.0
296,296,344854,tt4167720,0.415041,0,0,The Pack,90,Thriller|Horror,8/5/15,15,5.5,2015,0.0,0.0
297,297,234212,tt1841642,0.414913,3000000,3387000,Demonic,83,Thriller|Horror,2/12/15,91,5.0,2015,2759998.78560053,3116038.628943
298,298,354220,tt3826866,0.370258,0,0,The Girl in the Photographs,95,Crime|Horror|Thriller,9/14/15,10,4.7,2015,0.0,0.0
299,299,283596,tt2552394,0.412877,0,0,The Legend of Barney Thomson,96,Thriller|Drama|Comedy,7/24/15,21,5.7,2015,0.0,0.0
300,300,250225,tt2570858,0.412503,1000000,0,The Duke of Burgundy,101,Drama,1/23/15,58,5.8,2015,919999.595200178,0.0
301,301,307479,tt3465074,0.409698,0,0,88,88,Thriller|Action,1/6/15,20,4.4,2015,0.0,0.0
302,302,339145,tt2980554,0.405095,0,0,The Girl in the Book,86,Drama,6/13/15,23,6.2,2015,0.0,0.0
303,303,323660,tt4296026,0.404511,0,0,Avengers Grimm,90,Fantasy|Action|Adventure,3/17/15,23,3.8,2015,0.0,0.0
304,304,308638,tt3534602,0.402236,447524,771317,The D Train,101,Drama|Comedy,5/8/15,47,4.2,2015,411721.898842364,709611.327771015
305,305,359983,tt4938602,0.250209,0,0,The Lion Guard: Return of the Roar,44,Family|TV Movie|Animation,11/22/15,48,5.9,2015,0.0,0.0
306,306,300155,tt1837562,0.399947,0,228136,A Royal Night Out,97,Thriller|Romance|Drama,5/14/15,42,6.2,2015,0.0,209885.027650587
307,307,328595,tt3479316,0.398982,0,0,Parallels,83,Science Fiction|Action,3/1/15,92,6.1,2015,0.0,0.0
308,308,327528,tt2133196,0.396791,0,830129,Born to Be Blue,97,Drama|Music,9/13/15,16,6.8,2015,0.0,763718.343963928
309,309,329540,tt3528666,0.394466,1950000,0,The Marine 4: Moving Target,90,Thriller|Action,4/10/15,35,5.7,2015,1793999.21064034,0.0
310,310,306964,tt4163020,0.393642,0,0,Tales of Halloween,90,Horror,10/16/15,74,5.3,2015,0.0,0.0
311,311,360387,tt3520290,0.393566,1000000,0,Blunt Force Trauma,92,Adventure|Action,10/5/15,23,4.4,2015,919999.595200178,0.0
312,312,362185,tt3849692,0.391326,0,0,Operator,88,Thriller|Action|Drama,8/21/15,16,5.4,2015,0.0,0.0
313,313,94365,tt1883367,0.386529,0,0,The Human Centipede 3 (Final Sequence),103,Horror,5/22/15,75,3.5,2015,0.0,0.0
314,314,241855,tt3395184,0.383406,0,49970,Spring,109,Horror|Romance|Science Fiction,3/20/15,110,6.5,2015,0.0,45972.3797721529
315,315,322518,tt3496372,0.383183,0,0,The Intruders,92,Thriller,2/24/15,26,4.9,2015,0.0,0.0
316,316,291272,tt3520418,0.382997,0,0,We Are Still Here,84,Horror,6/5/15,91,5.5,2015,0.0,0.0
317,317,324963,tt4137924,0.712889999999999,0,0,Monster High: Haunted,75,Animation|Family|Fantasy,3/2/15,11,7.0,2015,0.0,0.0
318,318,342927,tt4685096,0.378836,0,0,3-Headed Shark Attack,90,Science Fiction|Action|Horror,7/20/15,15,3.8,2015,0.0,0.0
319,319,361159,tt4511566,0.37668,0,0,Navy Seals vs. Zombies,97,Horror|Action,10/8/15,24,3.3,2015,0.0,0.0
320,320,365805,tt4227282,0.411416,0,0,Wrecker,83,Thriller|Action|Horror,11/6/15,12,3.6,2015,0.0,0.0
321,321,351964,tt3793788,0.374853,0,0,The Escort,88,Comedy|Romance,6/15/15,41,5.9,2015,0.0,0.0
322,322,362057,tt1663655,0.372889,0,0,Martyrs,86,Drama|Horror|Thriller,12/31/15,43,5.0,2015,0.0,0.0
323,323,137333,tt2321502,0.371145,0,0,Uncanny,91,Thriller|Drama|Science Fiction,1/31/15,21,6.1,2015,0.0,0.0
324,324,317198,tt3856042,0.370148,0,0,Bad Hair Day,90,TV Movie|Adventure|Comedy,2/13/15,21,6.5,2015,0.0,0.0
325,325,57876,tt1519461,0.369529,5000000,0,Area 51,91,Horror|Thriller|Science Fiction,5/15/15,82,4.4,2015,4599997.97600089,0.0
326,326,339533,tt4547120,0.369108,0,0,San Andreas Quake,90,TV Movie|Action|Science Fiction,5/19/15,60,3.7,2015,0.0,0.0
327,327,277546,tt3687398,0.36817,6000000,0,The Runner,90,Drama,8/7/15,35,4.8,2015,5519997.57120106,0.0
328,328,308457,tt3090670,0.367617,0,0,Advantageous,92,Science Fiction|Drama|Family,6/23/15,29,6.4,2015,0.0,0.0
329,329,306482,tt3155242,0.367434,0,0,Partisan,98,Thriller|Drama,1/25/15,16,5.8,2015,0.0,0.0
330,330,362105,tt4386242,0.36603,4400000,0,R.L. Stine's Monsterville: The Cabinet of Souls,85,Comedy|Horror,9/29/15,22,7.2,2015,4047998.21888078,0.0
331,331,245846,tt2325977,0.365901,10000000,17472,Strangerland,111,Drama|Thriller,7/1/15,48,5.0,2015,9199995.95200178,16074.2329273375
332,332,330112,tt3774466,0.329164,0,0,Ashby,102,Drama|Romance|Comedy,4/19/15,104,5.9,2015,0.0,0.0
333,333,322766,tt3881768,0.359826,0,0,Beautiful & Twisted,90,Crime|Drama|Thriller,1/31/15,21,5.4,2015,0.0,0.0
334,334,361931,tt5065822,0.357654,0,0,Ronaldo,0,Documentary,11/9/15,80,6.5,2015,0.0,0.0
335,335,318224,tt4257858,0.357614,0,0,Going Clear: Scientology and the Prison of Belief,119,Documentary,1/25/15,186,7.8,2015,0.0,0.0
336,336,309503,tt3346224,0.357567,0,0,Zipper,103,Thriller|Drama,8/28/15,30,5.5,2015,0.0,0.0
337,337,348811,tt3779300,0.356519,0,0,War Pigs,92,War|Action,8/3/15,26,4.9,2015,0.0,0.0
338,338,310135,tt3672742,0.354624,0,0,Turbo Kid,95,Adventure|Action|Comedy|Science Fiction,8/14/15,136,6.6,2015,0.0,0.0
339,339,355111,tt4955162,0.350858,0,0,Barbie in Rock 'N Royals,84,Animation|Music|Family,8/13/15,17,6.3,2015,0.0,0.0
340,340,335866,tt3118452,0.350599,0,0,Circle,87,Drama|Horror|Science Fiction|Thriller,10/2/15,167,6.1,2015,0.0,0.0
341,341,295592,tt3660770,0.348306,0,16661077,Monkey Kingdom,81,Animation|Documentary,4/17/15,39,6.3,2015,0.0,15328184.095599
342,342,335970,tt4126340,0.347797,0,0,Joe Dirt 2: Beautiful Loser,107,Comedy,7/16/15,23,4.2,2015,0.0,0.0
343,343,366142,tt5223342,0.344994,0,0,Minions: The Competition,4,Animation,11/4/15,16,5.9,2015,0.0,0.0
344,344,310121,tt3236120,0.344549,0,7449681,I'll See You in My Dreams,92,Drama|Comedy,5/15/15,39,6.2,2015,0.0,6853703.50437045
345,345,361263,tt4505830,0.34253,0,0,Jesse Stone: Lost in Paradise,87,Drama|TV Movie|Crime|Mystery,10/18/15,10,5.6,2015,0.0,0.0
346,346,324308,tt4425064,0.574031,0,494506,Steve Jobs: The Man in the Machine,129,Documentary,8/7/15,110,6.2,2015,0.0,454945.319824059
347,347,326923,tt4234734,0.339297,0,0,Babysitter's Black Book,88,Drama|TV Movie,2/21/15,18,5.9,2015,0.0,0.0
348,348,356842,tt4126438,0.511431,0,0,The Ones Below,87,Thriller,10/14/15,33,5.9,2015,0.0,0.0
349,349,339530,tt4180514,0.336453,0,0,Tremors 5: Bloodlines,99,Science Fiction|Action|Horror,10/6/15,47,5.1,2015,0.0,0.0
350,350,331190,tt3268668,0.336107,2000000,2801508,Captive,97,Crime|Drama|Thriller,9/17/15,55,5.7,2015,1839999.19040035,2577386.22595006
351,351,301729,tt3399896,0.335941,0,0,Terminus,94,Science Fiction|Thriller|Fantasy,1/30/15,39,4.6,2015,0.0,0.0
352,352,395883,tt4073890,0.333656,0,0,Andron,100,Action|Science Fiction,11/8/15,24,4.7,2015,0.0,0.0
